"id";"timestamp";"amount";"customer_id";"product_id"
"58866";"2014-04-25 15:51:30";"1,40";"647";"21"
"58883";"2014-04-25 20:17:01";"2,40";"675";"57"
"58890";"2014-04-25 21:29:48";"2,40";"836";"57"
"58897";"2014-04-25 22:15:45";"2,40";"836";"57"
"58899";"2014-04-25 22:20:51";"1,40";"655";"21"
"58902";"2014-04-26 00:02:01";"2,40";"836";"57"
"58909";"2014-04-26 21:57:52";"1,40";"819";"21"
"58918";"2014-04-29 20:40:29";"1,40";"814";"21"
"58921";"2014-04-29 20:41:49";"1,90";"845";"82"
"58922";"2014-04-29 20:41:51";"1,90";"845";"82"
"58924";"2014-04-29 20:42:48";"2,40";"379";"57"
"58925";"2014-04-29 20:43:00";"2,40";"861";"57"
"58939";"2014-04-29 21:10:11";"1,40";"655";"21"
"58951";"2014-04-29 21:45:31";"1,40";"852";"21"
"58952";"2014-04-29 21:45:32";"1,90";"852";"82"
"58955";"2014-04-29 21:49:46";"1,40";"647";"21"
"58967";"2014-04-29 22:24:28";"1,40";"647";"21"
"58974";"2014-04-29 22:56:16";"2,40";"707";"57"
"58977";"2014-04-29 23:02:47";"2,40";"767";"57"
"58980";"2014-04-29 23:10:51";"1,40";"201";"21"
"59008";"2014-04-30 22:23:32";"1,40";"201";"21"
"59012";"2014-04-30 22:24:44";"1,90";"368";"82"
"59011";"2014-04-30 22:24:44";"1,90";"368";"82"
"59010";"2014-04-30 22:24:44";"1,90";"368";"82"
"59009";"2014-04-30 22:24:44";"1,90";"368";"82"
"59013";"2014-04-30 22:24:46";"1,90";"368";"82"
"59068";"2014-04-30 23:32:38";"2,40";"201";"57"
"59080";"2014-04-30 23:56:55";"1,90";"716";"82"
"59094";"2014-05-01 00:07:10";"1,40";"655";"21"
"59114";"2014-05-01 00:46:34";"2,40";"832";"57"
"59118";"2014-05-01 00:58:13";"1,40";"852";"21"
"59130";"2014-05-02 20:32:06";"2,40";"767";"57"
"59145";"2014-05-02 22:00:56";"2,40";"456";"57"
"59147";"2014-05-02 22:02:45";"1,40";"767";"21"
"59148";"2014-05-02 22:03:14";"1,90";"715";"82"
"59167";"2014-05-02 22:28:34";"1,40";"852";"21"
"59199";"2014-05-02 23:14:48";"1,40";"675";"21"
"59206";"2014-05-02 23:41:06";"1,40";"655";"21"
"59217";"2014-05-03 00:31:23";"2,40";"787";"57"
"59220";"2014-05-03 00:36:29";"1,40";"655";"21"
"59227";"2014-05-03 01:11:47";"2,40";"761";"57"
"59229";"2014-05-03 01:23:19";"1,40";"655";"21"
"59238";"2014-05-03 22:53:18";"1,90";"832";"82"
"59241";"2014-05-05 16:54:19";"2,40";"788";"57"
"59243";"2014-05-05 16:56:02";"1,40";"852";"21"
"59244";"2014-05-05 16:56:18";"2,40";"832";"57"
"59248";"2014-05-06 17:00:42";"1,90";"803";"82"
"59249";"2014-05-06 17:36:50";"1,90";"590";"82"
"59250";"2014-05-06 17:37:01";"1,90";"478";"82"
